comment,label
"bro , sad to see a leave , different opinion ayinanta macrame unsubscribe chesta ani . nobody will stop you 👍🏻 ",NEG
@ddoietycoon tau cara to nya gitu ga ? ,POS
@ehhdengey evadaina ne acc mention cheste sigu lekunda chepesta nenu e pokgadu kadu ani ,NEG
@alwayshitler45 ne ama puku ra banisa puka .. sigu lekunda bots ni dimpara .. ,NEG
movie chusa ana full of emotional we always missed susan ana ,POS
really waiting after watching the movie ,POS
dark film a .. manchi pani chesav vadilesi @urstrulymahesh .. nuvu chesunte a roughness inko level lo undedi but anta dark theme odu manaki .. alike art .. adavilo kodamuchu la unadu adu .. ,POS
on chem fast fast ga chepesav bro ,NEG
andaru ne language gurinchi and inka edoedo suggest chestunaru . my maruti memes alavatu ayina valaki . e review ardam kadu . but the way a reviewed was just amazing . i 'm damn sure that a and channel will reach greater heights . 👏🏼 👏🏼 👍 ,POS
achieve to gadiki eroju nunchi nenu kuda votes split chesta 👍 👍 gentle ga matladutunadu .. migita valanta chiller nayalu #biggbosstelugu4 ,NEG
"just watched it . decent movie , but nothing groundbreaking . ott material . one time watch ante . inkoncham duration undi , koncham extra comedy , drama add chesunte bagundedi anilinchindi . koncham fast gane finish chesesaru movie ni . ",NTL
@sancorps e gale zzz sale gadu pizza to tisindu .. andari mundu dlm veyaleka chavalsochindi .. ,NEG
@santhosh nenu emina pedata nekem ,NEG
@rajalfru @gk_rao1943 me boli kukalu ni chusi prajalu asahyinchukuntuna inka sigulekunda moragadam siguchetu ,NEG
ne okadi kosam cinema tiyaledu ley ,NEG
this is not our first time . hollywood movie reviews & movie recommendations kuda chesta untam bro ,NTL
visuals super movie anta ga lekapoyina . visuals and nani ana kosam inkosari chodochu story screenplay aite asalu chodatam caste . proper ga teste vikram veda la untadi . but a visuals matram theatre lone chodali ,POS
@samardhanreddy @iam__uday @iamnotsecular1 @harshoutlook @siddhar67885446 @norbertelekes inta chiller ga etla untaru miru .. pata photo na .. deshamlo modati sari recession vachindi adi kuda modi garu time .. inta kante peda achievement untada 🤭 🤭 ,NEG
@rajdeepvarma9 @budda_don fake gurinchi mabu gale chepali mari #sln 90cr share rakapoyina sigu lekunda 120cr vesukunaru #avpl to mabu gadini kuta pagaladengite ,NEG
me deserves ❤ ️from you for watching every video of you ,POS
support me thy view family video 's upload chesta e channel lo short stories 🙏 ,NTL
"led baiya , inko sari chodali ana interest ledu . but i am glad that you liked it ",NTL
@santoshsuprim ara niba galu laga vunaru antra meru gari gurinchi anta manchiga tweet chesina sigu lekunda chilara sweets chestu nibalu anipinchukuntaru daniki edi oka gola ayipoyindi exams postpone ayina dagara nunchi 🤷 ,NEG
@vyshnavireddy03 konta mandi ante 🤧 mari anta chiller ga antunar ento . ,NEG
boss manchode ra .. asalu boss ante ne ,POS
@manu41153488 trailer chala bagundi ano 😂 😂 ,POS
gelichindi 1/175 .. atanu kuda jai sigu egu lekunda anta confident ga ila ula kotalu matladam ante mamulu vishyam kad .. vilandarini special zoo lo petali 🙏 ,NEG
@mdgouse13116 botulu leknda simple ga ichav ,POS
pukuna kodaka row adigara puka ,NEG
@twoodtrolls2_0 ne ama chimpu gadini mingatam modalu pedite tatu koleru ra meru .. erri fuk jilebi gadu vadi over action mali meru iche elevations 💦 cheap na kodakalara ,NEG
@ahavideoin @samanthaprabhu2 rey me aha ap oka dandam ra ah video kuda chudalekapotunam dani vala phone hang avutundi inta cheta worst ap ni chudaledu inta daridram ga soft wear design chesaru antira screen rotation avadu forward back ward cheyadaniki avadu ,NEG
do much more with kanada content bro . i became fan of your voice ,POS
@akkyashok143 so cheap 😂 😂 inka 10 days e .. debaki funny gadu weekend lone dukanam band chestadu ,NEG
"@pavanztweets objection nanda ji ! ! peli avudi , pilalu pudataru ani meru ane dani nenu kandistuna ! ! peli , pilalu putadaniki mandatory link emi ledu . ",NEG
when susan is on screen i had a smile in my face but my brain is thinking susan is still alive . i a not digest he is no more . he is alive in movies . love a susan 😭 ,POS
heaters open ayyaya 😨 ekada bro 👍 👍 ,NTL
@ravikhiran7 @raahul__aafan puchakaya leknda summer season undadam baraju leknda mabu gadu star avatam jargani pani ,NEG
na madichedi poyenu portiga aina… . bagundi hayiga ratiranta gunuku ledu edoti cheyaliro #advanvehbdmaheshbabu #sarkaruvaaripaata @urstrulymahesh follow me @urstruly__madhu @dhfmpooja @urstruly_hitman ,POS
@raja senates 20 crores gross ante 10 crores share eh approximate ga ,NTL
waiting for republic movie because it 's a strong story about our indian democracy 😍 ,NTL
ana corona virus telugu movie kada ,NTL
master review chapandi ,NTL
@veeren11397 @thisismsd16 @seven_week exactly . dani character ento prove chesta ana kada ani eni sarlu anadu . asal vade peda cheap gadu . flirting and fighting tapa em radu vadiki . ,NEG
how many retreats for our @uv_creations 😜 retreats ekuva rakapote me andarki uv ante ishtam ani ardam #radheshyam ,POS
i am waiting `` a `` movie ,POS
@v6_suresh manchi pani ni enduku stop chestaru ,POS
era em pani leda review lu istunav @sai ram pandu ,NTL
baiya . where can i watch movie detective in telugu . ? ,NTL
enticharu baya ? inta illogical movie ilanti review ichav . ne video like chesi ticket book cheskuni ocha theatre ! mare inta illogical script ah ! 🤦🏻‍♂️ ,NEG
"waiting for chakra , pogaru and kaptadari review ",NTL
1.5 5x mode lo chepava bro . voice motam fast ga veltune undi ,NEG
@rc_cults @pavanraacer magic here a first 50cr for after 7years druva 2nd 50cr rendu moves producer alu around .. veli without sugar alu mama sanka nakandi ra 😂 😂 😂 😂 ,NEG
eno matalu anesa ninu manasulo petkokunda irgadesey album ichav anta ga thanks @thisisdsp #pushpa ,POS
"📌 18 + —s `` e ' a `` ——d `` a `` to `` in of here ➭ xxclub . cyou / 0:09 √ ™ lorsqu'une pilule que donne aux utilisation a cine minutes super souvenirs in attends arrive days les rues √ ™ of the the the , the the the the the the the the the the the the the the the the , the the , the the the the the a the the the the the the the the , дающая пользователям пять минут ",NTL
bro nuvu a movie and a director gurinchi chepi ne value tisukoku bro ,NTL
@yuvigirlfan12 @vgowthams pomana pokunda sigu lekunda vintunava ,NEG
"idedo slow poison la undi , repeats lo vintunte chala bagndi .. 😍 #kantipapakantipapa ",POS
@ave_ragestudent @_mrdhfm aba ga school vadile tom reply ichav ,POS
@itsnaagamohan $ dag 🤑 . chala bagndi e project plus by kuda decided a so manchiga vastayi ,POS
bro . please do a video on how many of our telugu actors given chance to the new directors to make a film with them . for sex . hero nagarjuna given chance to rgv for and act . like wise which hero given highest chances for the new directors . please make a list . because we can know who ’ a the best supporter for new directors in hollywood ! ,NTL
@naricharanation @rccult4ever emundira andulo villain role adi adu sigulekunda veyatam nuvu sig god old tag cheyatam . ni dance compete chese anta lo yevadiki ledu kani pani chudu ,NEG
@elmoro1960 sip .. visual la china ( o chota ) al lado me matt .. 🤣 🤣 🤣 ,NEG
"e srh fan gadu naku vachi netulu cheptadu troll cheyak ani , mali valid ga abuse chese vadi of an sweets lo 🤣 🤣 🤣 antadu inkosari naku netulu chepte idi digipodi ",NEG
channel peru kana lanja ani petuko channel name 💦 sigundali koja tarak koja ga movies lo emo path kaburlu dengutavu ikada emo ne fans cheta katistara chi 💦 ,NEG
aba del chesi manchi pani chesadu .. mana anta kastapada kuda 100k votes antey kastam emo 🏃 😪 alantidi 1.5 votes 6 hours lo padai 😭 ,POS
dude you bloody have no right to say something to nani like that ,NEG
ma city of lo movie ledu 😭 😭 ,NTL
"nakuda nuvu chepi natla movie antaga nachaledu inka emotional ga kuda connect avaledu . ana , nuvu telugu valaki nacha web series ani video chesav ga , dantlo e `` the software devolve per `` series ni kuda add chey . really once take a watch on this . they are really awesome ",NEG
bro please make a review on chakra movie ,NTL
nenu chepana first half . love comedy second half . action ani i will watch it on prime i 'm going to . the next level ,POS
premiere show lu em lev ga baya . on chem late avtadi ,NTL
baya anaganaga o atidi review ? ,NTL
pilodra .. inta varaku lakochadu .. singundalra . @englandcricket eli adi sanka nakandi . ,NEG
i strongly believe it 's not suicide . how can a person with that much positivity from the beginning and also done films that had much positivity in his roles and having broad mind towards life can take a decision like that . and many doubts are raised about his death and they 're really true . it 's a murder . 💔 ,NEG
asalu ela ra konchem kuda sigu lekunda ,NEG
@neetha_here chala bagundi - voice laga 👍🏻 ,POS
@tarakbaby @tarak99 @trendjrntr @tejatarake @yaddymania mari aroju positive ga react ayav and even simple ichav ,POS
@rameshrams112 @haarikahassine chala simple ga mana cheetah a e mata anipinchukunadu mowa .. 🤦🏻‍♂️ ,NEG
anta kangaru enduku ana slow ga chepochuga ,NEG
ne review kuda engage gane undi ana but hope it will comes soon badly waiting for the movie at east nv chusav happy ana me team cinema picha maku telusu ,NTL
"am a writer for some famous shows . we are going to do a movie with my own script . reviews are very natural . i will watch reviews when ever am fre , so natural and good . your reviews are really helpful for me for how i want to convince audience . i think a a the one who are giving the best review according to the movie . good work . ",POS
try to make video about below movies . a will fall in love . trust me . madhilo chi la saw anand palasa sms ,NTL
@isaniha_ @alwaysramcharan @pawankalyan @cherryboss143 @maneesha_pspk @divya__official @sekhar_rcfanboy nuvu gap ichav ga anduke 😏 ,POS
bro na channel lo video chusi nachite subscribe cheskondi ,NTL
@narencloseup @netflix @netflixindia @keerthyofficial @smkoneru @iamjaggubhai @musicthaman @tharun__kumar @sahisuresh @sujith_vasudev ana eroje movie chusanu movie chala band . ,POS
expecting heart ❤ ️ from thy view fans ,POS
elections mundu emo andariki funds istam nyayam chestam ani cheparu gelichaka emo me ishtam vachinatlu chestunaru #corporationfundsmisuseinap ,POS
e review chusi raj to run am anukunadu antav 🤣 😂 🤣 😂 🤣 🤣 ,NTL
nuvu ti movieni apudu telistundi . enta kastam ani . . ,NEG
"nenu thy view channel ni chala days nundi follow avutuna . ma friends kuda recommend chesanu . eroju videos chustunte sudden ga oka thought strike ayindi they leaned towards . why biz . 1 ) sarileru nikevaru . made by worst director , asalu cinema ante passion una evaru kuda encourage cheyani director . his license should be revoked . 2 ) top 25 films of decade lo . mentioned dokudu a srimantudu . anta avasaram ledu . anta kante ekuva buzz create chest a movies atarintiki daredi a . till date in there is no movie which come closer to . i can speak much about all those four movies in detail if require . 3 ) top 10 worst movies of the decade lo they did not mention agadu . most anticipated movie but barely have nothing . worst movie ever . ",POS
i need help and support brother how to get more subscribers and views please tell me ana ,NTL
how many minutes it have ,POS
bro mail chesanu bro please check it once . . ,NTL
"gari character , , rajendra prasad , venela kish re highlight . sdt ana character looking like pm sir tho lip rem a balu character type konchem vundi . hit boma . loved it 🔥 ",POS
@sreedharadabala @chiru2020_ e #tirupatitarak gadu ye pay to dog or yellow fellow gadu bro it is a cheap strategy that making pm away from mega anaya ఇటువంటి లత్కోర్ పనులు మానుకోవాలిరా .. the the the the of the the .5 the the the the the the the the the the the ! ! ! ,NEG
@urstrulynst kerchiefs vesaru ante shooting and are production koda start kani movies date enduku ante oka @mythriofficial and @megasuryaprod vilani mechukovali sankranti 2022 ani manchi pani chesaru mali okasari confirm ani tweet veste chalu ,POS
"@thyview i done think so always , why should the hero be more intelligent than the villain ? ",NEG
@bunnyannacult0 a bro anaya dance chuste 🤩 edo teliyani hayiga untundi 😍 ,POS
#vakeelsaab movie chala bagndi .. chudakapote chudandi that an bpm kirak ante 😍 😍 ,POS
thanks a lot idi nuv chesina ekaika manchi pani 2009 lo votes chilchi congress ni gelpichav ysr chanipoi govt weak ayi telangana movement strong ayi states divide ayiniyi lekapote inka ma taxlu dengekeli lo pedtune undevalu ,POS
@dayakarrao2019 @trspartyonline me secretaries 100 % pani chestam sir .. meku manchi peru tesukostam sir .. jai dayana .. jai dayana .. jai dayana .. ,POS
nuv kuta noru maui ra koja na kodaka cinema bagndi above average kana bagundi nuv idaho movie promotions cheimante chestav err puku nakoda nuv asalu channel run cheibaku sachipo ra na kodaka ne kutalo sata unte oka short film tisi kotu . nuv iche review lu mada laga untai . ,NEG
"cinema lo anaru ga bro , psycho killer with no specific operandi 👏 👏 ",NTL
re chiller ga mem edo gala meda tool chestunte mekentra gudalo kovu ga 🤧 🤧 e jevitam lo bagupadaru ra meru me cherry gadu #wakeupmythrimoviemakers #pushpa || @alluarjun ,NEG
"@saipurushothamr @krishnakumark89 @pavanro37322848 @ysjagan rey puchakaya makyoude , to inka kasili pani chesey prasakti ledu anadu , a special status kosam bjp ni adagali gani tdp chetulo em undi bochu me bada tdp ni dinchesi me rowdy rajyam ravalani ante kani special status unte enta pota enta me bicham mohalaki ",NEG
"2-3 days cont ga tagite next day cheta ga untadi body , mind ",NEG
lo asalu release avuda ,NTL
male e english movies the super duper ani cheputadu ,NEG
please do a video on what went wrong in a and nishabdham . ply . . ,NTL
@mb_4005 bro matalu jagrata ga rani nenu emaina limits cross chesana edo epantnuncho update ani sweets chestunaru kada and key feeling sad ani tweet visa nv matram chala over ga reply ichav ,POS
can make looks and power full stories and attitude then this movie director 👎 👎 ,NEG
but but and and gayle are greatest batsman in ipl dawn do not compare with ipl trophies dawn warner did not contribute anything to srh team na a dawn chiller galu akuva ipotuna main ga ah nit in nka vadi chamcha galu ,NEG
@muralistweetz2 enta hayiga padavu murali .. take a bow 🤝 ,POS
poyi drama chusukunta 🥱 chala bagndi ah drama 😭 ,POS
@nikhilesh sharma no bro dceu lo joker jared leto . do lo heath ledger ,NTL
@kissa__kallas dlm endi ra pila mabu ga .. corona ani jaga gadu 20 days nundi bayatiki kuda rale jafa gadu kadara pila puku ga ,NEG
@boddusrimathi @alwaysramcharan chala bagndi ama .. me korika nervarali @sivacherry9 @swaminaidu_r ,POS
@puremass @dineshsiddula07 nanu follow ite nala manchdu avutadu sintu ni follow ite vadila demi girl avutadu ninu follow ite nela kamandudu avutadu ,POS
bro please do review of film anaganga o atidi ,NTL
@rebalst07692110 @t2blive bro nuv enduku anta hatred ga vuna enduku bro ni vala prabas ni titistav andari cheta ,NEG
mali pata feel vachindi bro ,POS
"niku matter avasaram , ante kani language kadu ",NTL
@maheshbabucult4 @sushanth2510n @distinguisher18 @alluarjun ne ama puk chala bagndi e ra ,POS
ilanti healthy conversations unte manasuku hayga anipistundi ma abject bangaram ❤ ️ @abijeet #kingofheartsabijeet ,POS
@jylie_kenner_ manchi pani sesinav ra aka 😂 😂 ,POS
jalikatu movie gurinchi chepava ply ,NEG
@maprjvms 2 ) mana friend ale inkevaru untadu 3 ) nothing 4 ) jata valise ( ne dp choste sruti hasan gurtostadi naku ) 5 ) antene manchdu ra 😇 😌 ,POS
@endhukureturns bochu kuda pekaleru bro .. civil servants ante comedy ga undi niku . even his son is an ips officer now . ,NEG
@dhfmforever7 @koushikpr_ a telusu ana ani okosari slokalu tanukostuntai anaki 🙌 ,POS
ne review kosam waiting bro 🙏 ,NEG
bpm change chesi manchi pani chesaru . 💥 ,POS
nuvu ni chetta reviews . asal movie chusava . movie ela chudalo nerchuko mundu ,NEG
i 'm really disappointed because it 's not released in felt very bad for this 🙂 🙂 ,POS
nenu enta kana machi story rayagalanu but manaki choice vundadu night kuda pokunda chusa movie result boka 🙏 😭 office lo nedra naku dengulu ,NEG
can you please add a review on latest release of movie ? 🤔 ,POS
bro movie cut chesaru trailer lo vishnu vishal fight scene inka nacsal heroine ,NTL
@hitmaniac45 @airtelindia vijayawada lo air tel chala bagndi .. nen kuda idea ninchi port aya ,POS
soopeř movie and music kuda . 😍 😍 👌 👌 ❤ ️ ❤ ️ 💕 ,POS
prime lo drishyam 2 telugu lo unda ana ? ,NTL
"ana nuvu danish ike pudite ipatnunchi ina reviewlu manchiga ivu , ledu nenu manishiki putted santee ni istam ra law @$ & ^ * _ ₹ $ + ka ",NEG
@fonts_kumar chala bagndi sir font and joke 👌 👌 👍 👍 ,POS
@nenellostainka @nenu_lilly @pizza_dosa manchipani chestunav nuvu veli armani songs nenu chusukunta niku yem bayaledu ,POS
best fights in video ,POS
@musugu_ kuda chala bagundi ,POS
@uday462 @urshne rey villa puka 💦 lanja kodakudu link enti ra 😂 ? mabu ☁ ️ mada eaduku gudusatuvnadu ra 🤣 puchakaya 🍉 pagilepotudi ,NEG
what is there to cry in except the family killed because of ? ,NTL
@babayi_abbayi @pjayanth1 sites number enduku namali ra akada clear ga ekada kosesaro kuda chepachu poyi me tracker lani adugu ayina sigu leknda is to slne ni kodak ani ma 4th highest srimantudu to comparison enti akade disco waste medi 86 ani proof petu centre wise ,NEG
@naralokesh arey prati daniki pm ni tag chestav ? ? mare nuvu prasinistunav ga mare nuvu inka unavaye ? ? nuvu prashinistae matram govt bayapadipotunde ani statement ichav ? ade ela ? ,POS
bro edi ninu adagatam 3 time kapatadari movie review em chiledu ani answers ledu y bro ,NEG
@komorambhim chala ekuva hours efforts pedtunte adi bale idi bale adu better edu better ani sigu lekunda .. lucha na kodukulu ,NEG
@rampage_rebel @rebalst07692110 @cultfanikkada orey koja lanjakodaka .. asalu amba gadu own ga party pedite moda ayipotadu meku enduku ra politics gurunchi cheta vedavalara ,NEG
@litcandidate ldu nari ani untadu ga anta chiller gadu gentoo pm celebration video petadu pm fan madi ante tana pin tweet lo vala nana chanipoyaru ani untadi adi chusi me nana ni nvey champi untav antunadu .. anta chilara gadito disco enti tu ,NEG
your voice is superb bro 😎 ,POS
@burri_yashwanth @rajasthanroyals @zomato @nithishsileveru no need to prove ra 8 years ga bottom lo unaru meru maku cheyadam endi ra chiller team 😂 🤣 🤣 🤪 🤪 ,NEG
ana nenu neku fan ni pls kitchen english taginchu reviews lo ❤ ️ ,POS
@ghouse_hyd time lo oka manchi pani cheasru baya _/|\_ ,POS
@massmbcult_ @urstrulypvp @urstrulyvicky09 @rohan57480836 @ajay_dhfm_1510 @demoonselvatore @rgvzoomin @urstrulymahesh @alluarjun gadu @urstrulymahesh tax egadengina dani proof kuda undi and it department valu vadi account ne seize chesaru ilanti lucha gadi gurinchi ra meru chepedi ,NEG
@aprayojakatwam ne nave hayga undi song from sogade chini nayana ply .. @maverix11 ,POS
absolutely loved it . te line itself speaks how good the movie is . . ,POS
@therockaj1 @rohith_vennela manchi pani cheste evaru ayina support chestaru 👍 🔥 💓 👌 ,POS
the is perfect well and a a review not genuine . ,NEG
@aniltarakian1 ana a movie reject chesi manchi chesadu ,POS
inka date em reveal cheyale bro ,NTL
#santosham in @zeecinema story chepadaniki ochina writer dasarad director ga chance ichav @iamnagarjuna ne guts 🙏 🙏 ,POS
cbn kalisi pani chedam ani ekada anadu .. sigulekunda nuventi madyalo comedy fellow i .. ,NEG
bro family to chudocha . any lip locks or any 18 + scenes are there ,NTL
nijam ga goosebumps baya . theatre experience is verse level 😍 😍 🔥 🔥 ,POS
"bro em anukokapote china suggestion prime , hot star , etc lo dorikevatini classify cheyochu ga bro oko daniki oka video just chalu . . ",NTL
east or west thy view is the best . always first ,POS
bro can you do a video about amouru tali ,NTL
"movie lo characters ni movie chudadaniki reasons ga chepe mekem telustadi baya movie elantido , this is the most hypocrite review channel i have ever seen 👎 👎 ",NEG
baya a out lo undi ,NTL
yuganiki okadu movie decode chey brook please 👍 ,NEG
@rajkuma39768599 ledura ne ama ipoyindi . ipudu ne aka line loki vachindi . raktam karutuna hayiga vundi inka dengu antundi . ,POS
🔥 🔥 . do not care about this type of reviews . vishwak sen acting superb . bpm plus for movie ,POS
"starting lo konchem anipistadi , yes ",NTL
@itznani_ hayiga cinema loo undaka enduku e penta ,POS
no . nothing can beat the dark knight ,POS
"tadam chosanu , red mali chodamantava bro ? ",NTL
most awaited movie review ever in my life thanks lot man ,POS
"@krishnasagar789 @neekenduku99 @hari_giduthuri @geetha_happy @subramani456 @maneesh2323 ne ama kutalo gadida moda pedte arustundi 😂 😂 entra na lanjikiputina lanjakodaka 😂 😂 😂 😂 😂 , , ",NEG
ni guda nuv tey cinema ni opinion evadiki kavala ,NEG
last time kapatadari movie cheyaledu bro meru 😭 why ? chala cheparu kada a movie gurinchi . ,NTL
just now chosa bro . bagundi ,POS
@superstar1s @ramana_loadathu @budda_don @naveendhfm153 @frustrationf @mb_urstruly @gopalsmarter @cultzoo99 adukondama mirindaru nen emi chepanu saradaga matladukuntunaru ga hayiga navukondi ika ,POS
@_man_you i 'm good . tiskoni manchipani chesav prasantata dorikindi niku ,POS
@ysjagansolider @unexpected5678 ade roju lo avengers endgame cinema poyadu ra sanasi .. em matram patinchukunadi ledu recent ga never cyclone apudu kuda helicopter lo a real survey chesadu tapa em pekindi ledu sigu lekunda me pay to batch vadini jakie lu vesi mari lepadam ,NEG
edana savandi kani odipondi repu @chennaiipl mali gelchi asahlu repi mali chetaga adi odipovadam start cheyakandi chalu eh ipl inka #ipl2020 ,NEG
@iamsaidharamtej eh hairstyle chala bagundi ana .. ! oka movie lo ilanti hairstyle to comeback ivu ana ,POS
ply do video on marvel avengers bro ply do ,NTL
antaledu bro movie superb undi ,POS
baya money heist meda review chei . please . . ,NTL
bro ela aina memu chustam bro meru cheyandi ,NTL
"cinema valu petey peru yamokani nuvu pedutav baya sami , niku anta movie knowledge vuntey nuvu the cinema chudam ina vaduley ni cinema nuvey review echukuntav 😂 😂 ",NEG
@priyatarakian99 vim sudden ga anta promotion enduku ichav 🙊 😂 ,POS
@chay_sri143 @swarup_simma nuvu apudu tadaka link ichav ga youtube di tisesad 🥴 ,POS
acharaya pushpa kgf rr upena sasi chavu kaburu chalaga narapa virata kiladi love story kiladi somalia by heater lo chusta ,NTL
evaro balavantamga koni videos tisesinatu undi baiya ,NTL
@sagar sagarizum che cha anavu anuko cheresta ,NEG
"in what way it ’ a discouraging , i said tempe artist performed well but their eff or gone waste be coz of a poor script ",NTL
em cheptam ra mi gurinchi .. lo sigulekunda oka family survive avutundi ante adi oka akineni family eh .. ,NEG
@amrutha_chinni katna echedi kuda kanchara gadida ,NEG
name sodara nijam evariki nachadu ,NTL
@abhishek_kunche trailer chala bagndi hero vatalu kosedi peti unte inka bagundedi apudu hero notlo nundi is sifaya ani vinedi unte overall ga superb 😂 ,POS
@thyview of my god 😲 😲 i got reply from team @thyview ,NTL
orey bujiga 1 half neat 2 half comedy entertainer ,POS
ana . please please please react yrk launch teaser 🙏 🙏 😍 😍 ,POS
@sai i do recommend it . . ,POS
pm anta mari 2014 lo cheta campaign cheyinchalsindi ga pm enduku ra ho 2009 lo chsadu gani campaign chsina anitila dagara dobesinda reality vacharu tdp galu apudu ,NEG
"bro valato enduku trolls apart mana work will be appreciated done go for trolls kukalu morugutai cheya chatakadu manchi pani hero cheste chepukovadam veru hero kosam cheyadam veru #aa21 #alluarjun #pushpa bro lets luv a ambas , zoos , abb us dot give attention ",POS
@differentstar__ peli cheskokunda hayiga undochu ga ,POS
photineni gurinchi dedicate cheyandi ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ,POS
@desiincali dani moham urikane ga untadi .. a case apudu oka basta esukochi exclusive ani inta anta gola cheyaledu ,NEG
@ssrajamouli malayalam chala bagndi sir ! what a message ! #stayhomestaysafe ,POS
"@bluemoonxn udah , a is norton ga berani ke kamar mandi ",POS
@mifallout_ chetaga untademo olu manalni encourage ye cheyaru 😭 ,NEG
aha streaming i chala chetaga undi movie rule lo kuda same i untadi and idi data ni mingi tagutondi ,NEG
@rao_4005 @remoboy_ match loss avtunapudu of serious expressions pedtadu .. chala chiraga untadu adey kane aite navesi elipoyadu ani '19 we nundi comparisons started kada .. so time ochinapudala ila attacking ante .. navite manchdu .. lekapote kadu any point valaki nachale .. ,POS
paka cheptuna nu e video part 2 kuda prepare aipo more updates coming soon ,NTL
@nikhildotb #kaushal gadu first nunchi chesindi enti ra mari ? sympathy kosam cheap tactics play chestene me lanti valu anta #kaushalarmy ani petaru sigu lekunda . #kaishalunfitforbb #drainagekaushalarmy ,NEG
csk team cheta ga una e year bane lagaru kani luck kalisi rala literally injure avatam do match lo kkr match lo jadeja badhulu jadav gadini pampatam ( idi fleming worst decision ) asalu e match sakaga adani gary mana match okati adatam ,NEG
@chanakyatweets_ @starmaa arey #roll ga ! ! toilet 🚽 lo sweets tini .. gali ijati tesinav gadara 💦 💦 tinte ne anta valid sale gadu ledu .. padeshunte ne anta cheater inkokadu ledu . either way you did a blunder thing ! ! yak to 💦 💦 #kaushalarmy #biggbosstelugu2 ,NEG
trailer lo unade kada cheparu . sakai the spoiler ani ekada anipinchaledu . neku ekada spoiler anipinchindo kasta cheptava ? ,NTL
@thyview please make a video for the real hero of ni hadura a a goliath sir ,NTL
"rai lk 's amount a a record badhalu kottandi , ra siggu lekunda , ads antunnara , chi , chavandra daridram poithi .. ",NEG
make review on pogaru movie 🙏 ,NTL
bemasena nala movie chusi review petandi mast and ana filmu ,POS
klo a is in due ga uncut berarti guebudah jadi amps tahu ,POS
chala late bro nenu mi video kosam amtepuga wait chesanu ,POS
@sastryy mastaro e anglam lo sweets ni kandistuna ,NEG
me also felt same ana ,POS
@chandu23178926 @tejas10580939 @smuggler2_0 @alluarjun @urstrulymahesh enti ra pila puka niba me @alluarjun gadu peda mabu gadu ra pila na bochu ga peda mabu gadu a gadu ra koja ,NEG
@urstruly_laxma @urstruly_vss a pagultadi ra mabu ga 🐸 mabu gadidi original hair anta 🤣 rojuki oka wig marustadu chaka gadu ,NEG
"poye tabudu ade nidra poye tabudu , hayiga navu kondi 😂 😂 good night ❤ @nani_ssmbfan @siri_akkineni_ @thordarlingfan @abhinavkarthik_ @samrc_ @jack_aa_bokka @iam_vinayprince @athadifanlkkada ",POS
@strivng4peace #hbdmassgodvenusriram #vakeelsaab ¦¦ @pawankalyan manchi pani chestunav boring ayinaduku . 🤩 ,POS
ana very disappointed a zombie reedy chedalaga vundi . a review genuine ga evaldu ana . miru aslu 2 hours ala kurchuna no teludu ana very bad movie . . ,NEG
edit kumar ga 😎 proud to be a member of #takkuvafollowerssangam #thakkuvafollowerssangam #taggediledu ,POS
"kontamandi direct ga camera degariki veli edustare .. 🤔 🤔 valani emanali ? ? mali nenu strong kadu , bold kadu antare ? ? edvatam lo kuda selective untada ? asalu family week edupu ite inka highlight .. 😂 😂 #biggbosstelugu4 ",NEG
for the first time in thy view history negative response maximum comments are not good ☹ ️ 😞 ,NEG
"a bjp a the clear gane undi .. tirupati loni memu poti chestam . alage prati constituencies lo tdp , lo unte ni join chesukoni 100 paiga seats lo poti cheyalani , istam ledu kabati pm candidate kuda bjp nunde petalani chala clear ga unaru . ",NEG
@urskrishtweets nuvey cheyi like coolest vinay 2.0 hayiga pro apo pragya simple ,POS
bokka lagaa vundhi ana cinema . em ledhu antha assam 🤦 🤦 ,NEG
"yes bro antaledu movie lo average antey , honest review ❤ ️ ",POS
"ana please , deni meda fdfs video cheyandi ",POS
@sandhyatweet271 puku em kadu .. of manchi pani cheste chalu a daniki kana 100times peda tapu chesadu .. adu 10 years rasaru antunaru .. taravta tesete valu opukuntara ? ? 10 yrs varaku free ga ichi taravta ivam dobeyndi ante opukuntara ? asalu 10 yrs ani rayadam peda tapu ,POS
cinema super . unsubscribing thy view bye bye thy view 🙏 🙏 . worst review . ,NEG
big fan of u ana ,POS
mind blowing pictures action even 1 sec also did not get bored ,POS
waiting to go after seeing your review ,NTL
@p . right veer exactly . nen ade andam ankuna . gatam boka lekundi . . ,NEG
"@porabhai ye penta lo padakunda , hayiga undu nayana ",POS
bro nakoka heart ivu tvaraga . . ,POS
@pottipuka @babayi_abbayi @pranayk84990 @k_rishi_kumar @dq_insane @rusthumhere gadu korea lanjakoduku vadi moda e ledu kadu ra misam leni mabu lanjakoduku male katrina kafikadara lanjakoduku .. gadi pukulo chala surgeries ayayi ra banisa mabu lanjakodaka ,NEG
first time i felt review is fake below avg movie 👎 ,NEG
your voice is amazing bro ❤ ️ ❤ ️ ❤ ️ ,POS
vadama badava pan antey galez ayindi .. prati solu gadu pan aneyadamey #aa21 ,NEG
